Date,Open,High,Low,Close,Adj Close,Volume,Source
2002-11-15,0.642143,0.653571,0.589286,0.65,0.65,2045400,NFLX Data
2002-11-18,0.648571,0.780714,0.625,0.778571,0.778571,10061800,NFLX Data
2002-11-19,0.72,0.720714,0.623571,0.664286,0.664286,28194600,NFLX Data
2002-11-20,0.674286,0.727857,0.660714,0.717143,0.717143,10085600,NFLX Data
2002-11-21,0.728571,0.785714,0.717857,0.785714,0.785714,10516800,NFLX Data
2002-11-22,0.757143,0.8,0.752143,0.786429,0.786429,4492600,NFLX Data
2002-11-25,0.792857,0.796429,0.753571,0.792857,0.792857,4771200,NFLX Data
2002-11-26,0.771429,0.785714,0.748571,0.749286,0.749286,1771000,NFLX Data
2002-11-27,0.761429,0.765714,0.743571,0.751429,0.751429,1069600,NFLX Data
2002-11-29,0.75,0.795,0.742857,0.775,0.775,932400,NFLX Data
2002-12-02,0.742857,0.796429,0.724286,0.761429,0.761429,2009000,NFLX Data
2002-12-03,0.75,0.789286,0.739286,0.770714,0.770714,1164800,NFLX Data
2002-12-04,0.742857,0.75,0.696429,0.71,0.71,2468200,NFLX Data
2002-12-05,0.858571,0.864286,0.77,0.785714,0.785714,12632200,NFLX Data
2002-12-06,0.785,0.797857,0.737857,0.782143,0.782143,3883600,NFLX Data
2002-12-09,0.795714,0.8,0.763571,0.799286,0.799286,4068400,NFLX Data
2002-12-10,0.8,0.872857,0.799286,0.871429,0.871429,3236800,NFLX Data
2002-12-11,0.854286,0.928571,0.840714,0.897143,0.897143,4895800,NFLX Data
2002-12-12,0.905714,0.914286,0.885714,0.900714,0.900714,2534000,NFLX Data
2002-12-13,0.9,0.914286,0.860714,0.892857,0.892857,1395800,NFLX Data
2002-12-16,0.898571,0.927857,0.867857,0.913571,0.913571,2098600,NFLX Data
2002-12-17,0.914286,0.927143,0.892857,0.906429,0.906429,1680000,NFLX Data
2002-12-18,0.896429,0.898571,0.763571,0.785,0.785,13378400,NFLX Data
2002-12-19,0.770714,0.799286,0.758571,0.771429,0.771429,3781400,NFLX Data
2002-12-20,0.764286,0.771429,0.728571,0.764286,0.764286,4384800,NFLX Data
2002-12-23,0.739286,0.760714,0.727857,0.732143,0.732143,3311000,NFLX Data
2002-12-24,0.728571,0.732143,0.699286,0.707143,0.707143,4895800,NFLX Data
2002-12-26,0.702143,0.714286,0.684286,0.696429,0.696429,2122400,NFLX Data
2002-12-27,0.692857,0.708571,0.685714,0.690714,0.690714,4592000,NFLX Data
2002-12-30,0.703571,0.714286,0.685714,0.713571,0.713571,5198200,NFLX Data
2002-12-31,0.712857,0.8,0.692857,0.786429,0.786429,11369400,NFLX Data
2003-01-02,0.846429,0.9,0.810714,0.817857,0.817857,8397200,NFLX Data
2003-01-03,0.85,0.85,0.771429,0.772857,0.772857,3248000,NFLX Data
2003-01-06,0.785714,0.8,0.762143,0.792857,0.792857,3003000,NFLX Data
2003-01-07,0.771429,0.795714,0.771429,0.783571,0.783571,1937600,NFLX Data
2003-01-08,0.771429,0.857143,0.762143,0.815,0.815,5356400,NFLX Data
2003-01-09,0.825,0.845714,0.809286,0.838571,0.838571,5322800,NFLX Data
2003-01-10,0.835,0.907143,0.828571,0.886429,0.886429,5434800,NFLX Data
2003-01-13,0.857857,0.883571,0.855,0.867143,0.867143,4408600,NFLX Data
2003-01-14,0.871429,0.882143,0.836429,0.86,0.86,2549400,NFLX Data
2003-01-15,0.849286,0.882143,0.847857,0.871429,0.871429,9430400,NFLX Data
2003-01-16,0.907143,0.956429,0.857143,0.857143,0.857143,18653600,NFLX Data
2003-01-17,0.842857,0.85,0.789286,0.817143,0.817143,5364800,NFLX Data
2003-01-21,0.826429,0.85,0.792857,0.814286,0.814286,6081600,NFLX Data
2003-01-22,0.812857,0.853571,0.805714,0.828571,0.828571,4173400,NFLX Data
2003-01-23,0.850714,0.905714,0.835714,0.87,0.87,7219800,NFLX Data
2003-01-24,0.875,0.884286,0.846429,0.880714,0.880714,6353200,NFLX Data
2003-01-27,0.864286,0.877143,0.836429,0.877143,0.877143,3439800,NFLX Data
2003-01-28,0.859286,0.917857,0.850714,0.896429,0.896429,4946200,NFLX Data
2003-01-29,0.9,0.9,0.845,0.881429,0.881429,2956800,NFLX Data
2003-01-30,0.892857,0.911429,0.882143,0.902143,0.902143,3700200,NFLX Data
2003-01-31,0.905714,0.946429,0.89,0.942857,0.942857,4019400,NFLX Data
2003-02-03,0.938571,0.941429,0.892857,0.914286,0.914286,2836400,NFLX Data
2003-02-04,0.9,0.910714,0.860714,0.878571,0.878571,2039800,NFLX Data
2003-02-05,0.875714,0.885714,0.844286,0.852857,0.852857,3484600,NFLX Data
2003-02-06,0.854286,0.857143,0.824286,0.832143,0.832143,3735200,NFLX Data
2003-02-07,0.842857,0.875,0.835,0.87,0.87,5016200,NFLX Data
2003-02-10,0.873571,0.912143,0.867857,0.890714,0.890714,7305200,NFLX Data
2003-02-11,0.921429,0.935714,0.900714,0.927143,0.927143,4790800,NFLX Data
2003-02-12,0.955,0.957143,0.928571,0.948571,0.948571,5615400,NFLX Data
2003-02-13,0.950714,0.950714,0.944286,0.944286,0.944286,6092800,NFLX Data
2003-02-14,0.952143,1.02,0.947143,1.017143,1.017143,8435000,NFLX Data
2003-02-18,1.022143,1.056429,1.002857,1.047143,1.047143,6267800,NFLX Data
2003-02-19,1.058571,1.089286,1.048571,1.081429,1.081429,5118400,NFLX Data
2003-02-20,1.106429,1.125,1.074286,1.098571,1.098571,6339200,NFLX Data
2003-02-21,1.1,1.1,1.032857,1.064286,1.064286,6255200,NFLX Data
2003-02-24,1.024286,1.042143,1.000714,1.002857,1.002857,12339600,NFLX Data
2003-02-25,0.986429,1.060714,0.965,1.046429,1.046429,4629800,NFLX Data
2003-02-26,1.054286,1.06,1.006429,1.039286,1.039286,3878000,NFLX Data
2003-02-27,1.058571,1.178571,1.055,1.178571,1.178571,23119600,NFLX Data
2003-02-28,1.187857,1.228571,1.164286,1.222143,1.222143,11879000,NFLX Data
2003-03-03,1.207857,1.22,1.125,1.14,1.14,15797600,NFLX Data
2003-03-04,1.142143,1.172143,1.11,1.167857,1.167857,5565000,NFLX Data
2003-03-05,1.168571,1.168571,1.125714,1.153571,1.153571,3498600,NFLX Data
2003-03-06,1.165,1.177857,1.142857,1.164286,1.164286,3455200,NFLX Data
2003-03-07,1.141429,1.185714,1.125,1.149286,1.149286,4853800,NFLX Data
2003-03-10,1.141429,1.164286,1.122143,1.123571,1.123571,3424400,NFLX Data
2003-03-11,1.123571,1.125,1.071429,1.107143,1.107143,5531400,NFLX Data
2003-03-12,1.103571,1.107857,1.064286,1.075714,1.075714,5751200,NFLX Data
2003-03-13,1.097143,1.183571,1.089286,1.160714,1.160714,7560000,NFLX Data
2003-03-14,1.185714,1.210714,1.170714,1.182143,1.182143,6129200,NFLX Data
2003-03-17,1.184286,1.292143,1.118571,1.285714,1.285714,16616600,NFLX Data
2003-03-18,1.321429,1.37,1.290714,1.339286,1.339286,21091000,NFLX Data
2003-03-19,1.363571,1.398571,1.335714,1.374286,1.374286,16062200,NFLX Data
2003-03-20,1.389286,1.406429,1.329286,1.345,1.345,14603400,NFLX Data
2003-03-21,1.365,1.400714,1.307857,1.325,1.325,8150800,NFLX Data
2003-03-24,1.305,1.328571,1.267857,1.285714,1.285714,8996400,NFLX Data
2003-03-25,1.285714,1.392143,1.282143,1.375,1.375,12602800,NFLX Data
2003-03-26,1.385714,1.481429,1.375,1.471429,1.471429,18580800,NFLX Data
2003-03-27,1.464286,1.565,1.442857,1.552143,1.552143,30632000,NFLX Data
2003-03-28,1.553571,1.595,1.479286,1.504286,1.504286,26143600,NFLX Data
2003-03-31,1.442143,1.507143,1.436429,1.453571,1.453571,8283800,NFLX Data
2003-04-01,1.464286,1.47,1.325714,1.354286,1.354286,17019800,NFLX Data
2003-04-02,1.428571,1.472143,1.397143,1.417143,1.417143,22761200,NFLX Data
2003-04-03,1.442857,1.446429,1.397143,1.428571,1.428571,8033200,NFLX Data
2003-04-04,1.44,1.459286,1.388571,1.396429,1.396429,5884200,NFLX Data
2003-04-07,1.442857,1.517857,1.411429,1.425,1.425,10315200,NFLX Data
2003-04-08,1.420714,1.471429,1.364286,1.441429,1.441429,6265000,NFLX Data
2003-04-09,1.482143,1.485714,1.428571,1.457143,1.457143,5864600,NFLX Data
2003-04-10,1.463571,1.511429,1.436429,1.501429,1.501429,5419400,NFLX Data
2003-04-11,1.5,1.55,1.475,1.483571,1.483571,4790800,NFLX Data
2003-04-14,1.450714,1.478571,1.435714,1.442857,1.442857,5355000,NFLX Data
2003-04-15,1.435714,1.45,1.408571,1.439286,1.439286,6311200,NFLX Data
2003-04-16,1.448571,1.472857,1.435714,1.469286,1.469286,4533200,NFLX Data
2003-04-17,1.475,1.571429,1.469286,1.568571,1.568571,13462400,NFLX Data
2003-04-21,1.692857,1.763571,1.614286,1.759286,1.759286,48573000,NFLX Data
2003-04-22,1.748571,1.748571,1.602857,1.640714,1.640714,30570400,NFLX Data
2003-04-23,1.647143,1.649286,1.432143,1.48,1.48,36787800,NFLX Data
2003-04-24,1.467143,1.627857,1.45,1.572857,1.572857,35765800,NFLX Data
2003-04-25,1.570714,1.585714,1.492143,1.510714,1.510714,14922600,NFLX Data
2003-04-28,1.5,1.589286,1.5,1.582857,1.582857,22727600,NFLX Data
2003-04-29,1.579286,1.642857,1.579286,1.628571,1.628571,20129200,NFLX Data
2003-04-30,1.635,1.662857,1.553571,1.628571,1.628571,11071200,NFLX Data
2003-05-01,1.619286,1.631429,1.596429,1.607143,1.607143,14984200,NFLX Data
2003-05-02,1.603571,1.642857,1.6,1.616429,1.616429,12334000,NFLX Data
2003-05-05,1.601429,1.742143,1.601429,1.669286,1.669286,14449400,NFLX Data
2003-05-06,1.669286,1.727857,1.635714,1.658571,1.658571,14964600,NFLX Data
2003-05-07,1.658571,1.7,1.632143,1.687857,1.687857,13473600,NFLX Data
2003-05-08,1.665,1.672143,1.626429,1.634286,1.634286,10046400,NFLX Data
2003-05-09,1.635714,1.65,1.592857,1.615714,1.615714,5926200,NFLX Data
2003-05-12,1.635,1.710714,1.621429,1.680714,1.680714,11788000,NFLX Data
2003-05-13,1.692857,1.803571,1.682143,1.796429,1.796429,18207000,NFLX Data
2003-05-14,1.848571,1.852143,1.737143,1.748571,1.748571,19117000,NFLX Data
2003-05-15,1.755714,1.784286,1.725,1.747143,1.747143,10684800,NFLX Data
2003-05-16,1.751429,1.757143,1.642857,1.699286,1.699286,12966800,NFLX Data
2003-05-19,1.664286,1.672857,1.466429,1.485,1.485,30472400,NFLX Data
2003-05-20,1.525,1.567857,1.467857,1.553571,1.553571,20209000,NFLX Data
2003-05-21,1.554286,1.556429,1.482857,1.513571,1.513571,9451400,NFLX Data
2003-05-22,1.512857,1.631429,1.507143,1.613571,1.613571,14278600,NFLX Data
2003-05-23,1.633571,1.657143,1.578571,1.58,1.58,8171800,NFLX Data
2003-05-27,1.575,1.639286,1.571429,1.620714,1.620714,13883800,NFLX Data
2003-05-28,1.629286,1.675,1.553571,1.614286,1.614286,10127600,NFLX Data
2003-05-29,1.61,1.643571,1.579286,1.628571,1.628571,7277200,NFLX Data
2003-05-30,1.630714,1.639286,1.582143,1.607143,1.607143,10476200,NFLX Data
2003-06-02,1.607857,1.732143,1.607857,1.664286,1.664286,17547600,NFLX Data
2003-06-03,1.663571,1.718571,1.646429,1.704286,1.704286,8548400,NFLX Data
2003-06-04,1.722143,1.8,1.715,1.742857,1.742857,12420800,NFLX Data
2003-06-05,1.749286,1.817143,1.687857,1.815,1.815,13104000,NFLX Data
2003-06-06,1.838571,1.882143,1.664286,1.686429,1.686429,19174400,NFLX Data
2003-06-09,1.687143,1.692143,1.607143,1.642857,1.642857,12731600,NFLX Data
2003-06-10,1.572857,1.684286,1.487143,1.621429,1.621429,62433000,NFLX Data
2003-06-11,1.58,1.632143,1.564286,1.603571,1.603571,17973200,NFLX Data
2003-06-12,1.585,1.606429,1.515714,1.565714,1.565714,18457600,NFLX Data
2003-06-13,1.515,1.525,1.289286,1.371429,1.371429,66024000,NFLX Data
2003-06-16,1.388571,1.555,1.385714,1.553571,1.553571,32225200,NFLX Data
2003-06-17,1.56,1.592857,1.508571,1.515,1.515,17542000,NFLX Data
2003-06-18,1.526429,1.562143,1.508571,1.532857,1.532857,11001200,NFLX Data
2003-06-19,1.528571,1.582143,1.528571,1.569286,1.569286,15425200,NFLX Data
2003-06-20,1.583571,1.610714,1.515,1.55,1.55,13018600,NFLX Data
2003-06-23,1.54,1.560714,1.516429,1.535714,1.535714,8699600,NFLX Data
2003-06-24,1.528571,1.712857,1.528571,1.632143,1.632143,33681200,NFLX Data
2003-06-25,1.678571,1.724286,1.610714,1.651429,1.651429,18978400,NFLX Data
2003-06-26,1.658571,1.800714,1.651429,1.777143,1.777143,32257400,NFLX Data
2003-06-27,1.785,1.849286,1.765714,1.778571,1.778571,18111800,NFLX Data
2003-06-30,1.792143,1.874286,1.779286,1.825,1.825,26012000,NFLX Data
2003-07-01,1.828571,1.828571,1.732857,1.767857,1.767857,12356400,NFLX Data
2003-07-02,1.854286,1.964286,1.833571,1.94,1.94,39071200,NFLX Data
2003-07-03,1.921429,1.992857,1.914286,1.982143,1.982143,8202600,NFLX Data
2003-07-07,1.964286,2.042857,1.878571,1.914286,1.914286,19467000,NFLX Data
2003-07-08,1.928571,1.971429,1.910714,1.959286,1.959286,10750600,NFLX Data
2003-07-09,1.957143,2.002857,1.921429,1.968571,1.968571,9632000,NFLX Data
2003-07-10,1.955,1.995714,1.907143,1.922143,1.922143,8754200,NFLX Data
2003-07-11,1.900714,1.946429,1.858571,1.892143,1.892143,7936600,NFLX Data
2003-07-14,1.902857,2.039286,1.892143,2.01,2.01,11862200,NFLX Data
2003-07-15,1.905,2.001429,1.868571,1.884286,1.884286,17588200,NFLX Data
2003-07-16,1.903571,1.928571,1.75,1.82,1.82,13533800,NFLX Data
2003-07-17,1.802857,1.82,1.755,1.805714,1.805714,17141600,NFLX Data
2003-07-18,1.822143,1.824286,1.610714,1.725,1.725,36236200,NFLX Data
2003-07-21,1.725714,1.725714,1.640714,1.680714,1.680714,10924200,NFLX Data
2003-07-22,1.680714,1.785,1.677143,1.764286,1.764286,11524800,NFLX Data
2003-07-23,1.775714,1.909286,1.775,1.905,1.905,21898800,NFLX Data
2003-07-24,1.921429,1.953571,1.871429,1.885714,1.885714,10841600,NFLX Data
2003-07-25,1.863571,1.935714,1.863571,1.93,1.93,5534200,NFLX Data
2003-07-28,1.896429,1.962143,1.893571,1.901429,1.901429,7495600,NFLX Data
2003-07-29,1.910714,1.928571,1.875,1.906429,1.906429,5357800,NFLX Data
2003-07-30,1.910714,1.912143,1.846429,1.853571,1.853571,5286400,NFLX Data
2003-07-31,1.875,1.878571,1.771429,1.871429,1.871429,8534400,NFLX Data
2003-08-01,1.851429,1.857143,1.782143,1.782143,1.782143,6339200,NFLX Data
2003-08-04,1.782143,1.797143,1.735714,1.782143,1.782143,3676400,NFLX Data
2003-08-05,1.792857,1.817857,1.732857,1.736429,1.736429,3084200,NFLX Data
2003-08-06,1.742857,1.75,1.633571,1.668571,1.668571,8113000,NFLX Data
2003-08-07,1.650714,1.667857,1.614286,1.649286,1.649286,7893200,NFLX Data
2003-08-08,1.65,1.696429,1.648571,1.677857,1.677857,3339000,NFLX Data
2003-08-11,1.667857,1.780714,1.667143,1.772857,1.772857,6280400,NFLX Data
2003-08-12,1.780714,1.785714,1.724286,1.776429,1.776429,3010000,NFLX Data
2003-08-13,1.777143,1.802857,1.72,1.73,1.73,4537400,NFLX Data
2003-08-14,1.737143,1.82,1.730714,1.781429,1.781429,11293800,NFLX Data
2003-08-15,1.792857,1.802857,1.755,1.785,1.785,5117000,NFLX Data
2003-08-18,1.792857,1.795,1.742143,1.775,1.775,6335000,NFLX Data
2003-08-19,1.792143,1.855714,1.76,1.845714,1.845714,8705200,NFLX Data
2003-08-20,1.836429,2.061429,1.836429,1.98,1.98,29337000,NFLX Data
2003-08-21,2.017857,2.122857,2.016429,2.06,2.06,19553800,NFLX Data
2003-08-22,2.069286,2.097857,2.035714,2.057143,2.057143,8395800,NFLX Data
2003-08-25,2.036429,2.047143,1.946429,2.005,2.005,6892200,NFLX Data
2003-08-26,1.992857,2.153571,1.957143,2.127857,2.127857,13178200,NFLX Data
2003-08-27,2.142857,2.364286,2.137143,2.312143,2.312143,33322800,NFLX Data
2003-08-28,2.355714,2.357143,2.189286,2.26,2.26,13720000,NFLX Data
2003-08-29,2.249286,2.412857,2.232143,2.380714,2.380714,11130000,NFLX Data
2003-09-02,2.373571,2.477857,2.314286,2.403571,2.403571,27102600,NFLX Data
2003-09-03,2.465714,2.531429,2.354286,2.378571,2.378571,23833600,NFLX Data
2003-09-04,2.371429,2.414286,2.342857,2.392143,2.392143,8240400,NFLX Data
2003-09-05,2.378571,2.521429,2.378571,2.467857,2.467857,20844600,NFLX Data
2003-09-08,2.444286,2.535714,2.428571,2.48,2.48,16699200,NFLX Data
2003-09-09,2.475714,2.609286,2.473571,2.536429,2.536429,10875200,NFLX Data
2003-09-10,2.521429,2.590714,2.4,2.422143,2.422143,10642800,NFLX Data
2003-09-11,2.428571,2.446429,2.290714,2.347857,2.347857,17785600,NFLX Data
2003-09-12,2.339286,2.482857,2.321429,2.469286,2.469286,16142000,NFLX Data
